8.28.16.254 - - [25/Jul/2012:22:00:33 +0000] "GET / HTTP/1.1" 200 8381 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; MS-RTC LM 8; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"
85.228.98.3 - - [12/Aug/2012:13:53:28 +0100] "GET /media/images/icons/race_troll_male.jpg HTTP/1.1" 200 2042 "http://ashkandari.com/roster/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
85.228.98.3 - - [12/Aug/2012:13:53:28 +0100] "GET /media/images/icons/class_hunter.jpg HTTP/1.1" 200 1999 "http://ashkandari.com/roster/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
85.228.98.3 - - [12/Aug/2012:13:53:28 +0100] "GET /media/images/icons/race_goblin_female.jpg HTTP/1.1" 200 2086 "http://ashkandari.com/roster/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
85.228.98.3 - - [12/Aug/2012:13:53:28 +0100] "GET /media/images/icons/race_orc_female.jpg HTTP/1.1" 200 1957 "http://ashkandari.com/roster/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
85.228.98.3 - - [12/Aug/2012:13:53:28 +0100] "GET /media/images/icons/race_tauren_female.jpg HTTP/1.1" 200 1981 "http://ashkandari.com/roster/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
85.228.98.3 - - [12/Aug/2012:13:53:28 +0100] "GET /media/images/favicon.ico HTTP/1.1" 404 512 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
85.228.98.3 - - [12/Aug/2012:13:53:46 +0100] "GET /roster/character/Animorphus HTTP/1.1" 200 2146 "http://ashkandari.com/roster/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
85.228.98.3 - - [12/Aug/2012:13:53:48 +0100] "GET /media/images/icons/fluffykin.png HTTP/1.1" 200 18794 "http://ashkandari.com/roster/character/Animorphus" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
85.228.98.3 - - [12/Aug/2012:13:53:48 +0100] "GET /media/images/icons/achievements.gif HTTP/1.1" 200 1454 "http://ashkandari.com/roster/character/Animorphus" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
85.228.98.3 - - [12/Aug/2012:13:53:49 +0100] "GET /media/images/favicon.ico HTTP/1.1" 404 512 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
85.228.98.3 - - [12/Aug/2012:13:54:00 +0100] "GET /roster/ HTTP/1.1" 200 6306 "http://ashkandari.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
85.228.98.3 - - [12/Aug/2012:13:54:00 +0100] "GET /media/images/favicon.ico HTTP/1.1" 404 512 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
85.228.98.3 - - [12/Aug/2012:13:54:00 +0100] "GET /media/images/favicon.ico HTTP/1.1" 404 512 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
85.228.98.3 - - [12/Aug/2012:13:54:01 +0100] "GET /media/images/favicon.ico HTTP/1.1" 404 512 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
85.228.98.3 - - [12/Aug/2012:13:54:02 +0100] "GET /roster/character/Naradak HTTP/1.1" 200 2151 "http://ashkandari.com/roster/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
85.228.98.3 - - [12/Aug/2012:13:54:07 +0100] "GET /media/images/favicon.ico HTTP/1.1" 404 512 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
85.228.98.3 - - [12/Aug/2012:13:54:17 +0100] "GET /roster/ HTTP/1.1" 200 6306 "http://ashkandari.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
85.228.98.3 - - [12/Aug/2012:13:54:18 +0100] "GET /media/images/favicon.ico HTTP/1.1" 404 512 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
85.228.98.3 - - [12/Aug/2012:13:54:18 +0100] "GET /media/images/favicon.ico HTTP/1.1" 404 512 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:15:09:19 +0100] "GET / HTTP/1.1" 500 1332 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:15:09:19 +0100] "GET /media/css/screen.css HTTP/1.1" 200 3235 "http://ashkandari.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:15:09:20 +0100] "GET /media/css/reset.css HTTP/1.1" 200 952 "http://ashkandari.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:15:09:20 +0100] "GET /media/images/theme/body.png HTTP/1.1" 200 985 "http://ashkandari.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:15:09:20 +0100] "GET /media/images/theme/wrapper-top.jpg HTTP/1.1" 200 440657 "http://ashkandari.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:15:09:20 +0100] "GET /media/images/theme/wrapper-bottom.jpg HTTP/1.1" 200 346008 "http://ashkandari.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:15:09:20 +0100] "GET /media/css/print.css HTTP/1.1" 200 354 "http://ashkandari.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:15:09:21 +0100] "GET /media/images/favicon.ico HTTP/1.1" 404 512 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:15:10:16 +0100] "GET / HTTP/1.1" 200 1812 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:15:10:19 +0100] "GET /media/images/favicon.ico HTTP/1.1" 404 512 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:15:18:33 +0100] "GET /account/ HTTP/1.1" 302 4175 "http://ashkandari.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
65.52.110.34 - - [12/Aug/2012:16:21:46 +0100] "GET /robots.txt HTTP/1.1" 404 529 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
65.52.110.34 - - [12/Aug/2012:17:07:05 +0100] "GET / HTTP/1.1" 200 1871 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
66.249.71.129 - - [12/Aug/2012:17:30:00 +0100] "GET /robots.txt HTTP/1.1" 404 505 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:17:30:01 +0100] "GET / HTTP/1.1" 200 1870 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:17:43:46 +0100] "GET /news/ HTTP/1.1" 404 501 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:17:45:09 +0100] "GET /apply/ HTTP/1.1" 302 7714 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:17:46:33 +0100] "GET /rules/ HTTP/1.1" 404 502 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:17:47:58 +0100] "GET /forums/ HTTP/1.1" 404 503 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:17:49:23 +0100] "GET /roster/ HTTP/1.1" 200 6365 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:17:50:48 +0100] "GET /legal/terms HTTP/1.1" 404 505 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:17:52:15 +0100] "GET /legal/privacy HTTP/1.1" 404 507 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
79.75.90.24 - - [12/Aug/2012:17:55:54 +0100] "GET / HTTP/1.1" 200 1871 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:17:55:55 +0100] "GET /media/css/screen.css HTTP/1.1" 200 3253 "http://ashkandari.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:17:55:56 +0100] "GET /media/images/favicon.ico HTTP/1.1" 404 512 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
66.249.71.129 - - [12/Aug/2012:17:55:57 +0100] "GET /legal/battlenet HTTP/1.1" 404 507 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
79.75.90.24 - - [12/Aug/2012:17:56:33 +0100] "GET /account/login?ref=/ HTTP/1.1" 302 1855 "http://ashkandari.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:17:56:37 +0100] "GET / HTTP/1.1" 200 1811 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:17:56:38 +0100] "GET /media/images/favicon.ico HTTP/1.1" 404 512 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
66.249.71.129 - - [12/Aug/2012:18:00:11 +0100] "GET /account/register/ HTTP/1.1" 302 3995 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
79.75.90.24 - - [12/Aug/2012:18:01:46 +0100] "GET / HTTP/1.1" 200 1822 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:18:01:46 +0100] "GET /media/css/screen.css HTTP/1.1" 200 3253 "http://ashkandari.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:18:01:46 +0100] "GET /media/css/reset.css HTTP/1.1" 304 210 "http://ashkandari.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:18:01:46 +0100] "GET /media/css/print.css HTTP/1.1" 304 208 "http://ashkandari.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:18:01:46 +0100] "GET /media/images/theme/body.png HTTP/1.1" 304 187 "http://ashkandari.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:18:01:46 +0100] "GET /media/images/theme/wrapper-bottom.jpg HTTP/1.1" 304 190 "http://ashkandari.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:18:01:46 +0100] "GET /media/images/theme/wrapper-top.jpg HTTP/1.1" 304 190 "http://ashkandari.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:18:01:47 +0100] "GET /media/images/favicon.ico HTTP/1.1" 404 512 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:18:02:51 +0100] "GET /account/ HTTP/1.1" 302 4183 "http://ashkandari.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
79.75.90.24 - - [12/Aug/2012:18:02:53 +0100] "GET /account/ HTTP/1.1" 302 4183 "http://ashkandari.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.75 Safari/537.1"
66.249.71.129 - - [12/Aug/2012:18:03:18 +0100] "GET /account/login?ref=/ HTTP/1.1" 302 1924 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:07:09 +0100] "GET /roster/rank/alt HTTP/1.1" 200 4788 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:07:13 +0100] "GET /roster/class/dk HTTP/1.1" 200 3246 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:07:18 +0100] "GET /roster/race/orc HTTP/1.1" 200 3254 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:07:22 +0100] "GET /roster/race/troll HTTP/1.1" 200 3101 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:07:27 +0100] "GET /roster/class/mage HTTP/1.1" 200 2747 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:07:31 +0100] "GET /roster/race/tauren HTTP/1.1" 200 3272 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:07:35 +0100] "GET /roster/race/goblin HTTP/1.1" 200 2895 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:07:40 +0100] "GET /roster/rank/raider HTTP/1.1" 200 2810 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:07:44 +0100] "GET /roster/rank/member HTTP/1.1" 200 2704 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:07:48 +0100] "GET /roster/class/rogue HTTP/1.1" 200 2586 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:07:53 +0100] "GET /roster/class/druid HTTP/1.1" 200 2916 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:07:57 +0100] "GET /roster/rank/social HTTP/1.1" 200 2779 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:08:02 +0100] "GET /roster/rank/second HTTP/1.1" 200 2398 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:08:06 +0100] "GET /roster/class/priest HTTP/1.1" 200 2841 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:08:10 +0100] "GET /roster/class/shaman HTTP/1.1" 200 2848 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:08:15 +0100] "GET /roster/rank/officer HTTP/1.1" 200 2482 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:08:19 +0100] "GET /roster/class/hunter HTTP/1.1" 200 2725 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:08:23 +0100] "GET /roster/race/forsaken HTTP/1.1" 200 2871 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:08:28 +0100] "GET /roster/class/paladin HTTP/1.1" 200 2863 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:08:32 +0100] "GET /roster/rank/initiate HTTP/1.1" 200 2738 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:08:36 +0100] "GET /roster/class/warlock HTTP/1.1" 200 2743 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:08:41 +0100] "GET /roster/class/warrior HTTP/1.1" 200 2897 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:08:45 +0100] "GET /roster/character/Jaye HTTP/1.1" 200 2226 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:08:50 +0100] "GET /roster/character/Xola HTTP/1.1" 200 2214 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:08:54 +0100] "GET /roster/race/blood-elf HTTP/1.1" 200 3611 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:08:58 +0100] "GET /roster/character/Wuva HTTP/1.1" 200 2201 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:09:03 +0100] "GET /roster/character/Koron HTTP/1.1" 200 2218 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:09:07 +0100] "GET /roster/character/Deeni HTTP/1.1" 200 2230 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:09:11 +0100] "GET /roster/character/Shaxi HTTP/1.1" 200 2166 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:09:16 +0100] "GET /roster/character/Pupyx HTTP/1.1" 200 2217 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:09:20 +0100] "GET /roster/character/Kerbi HTTP/1.1" 200 2200 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:09:24 +0100] "GET /roster/character/Lamaz HTTP/1.1" 200 2225 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:09:29 +0100] "GET /roster/character/Sadar HTTP/1.1" 200 2209 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:09:33 +0100] "GET /roster/character/Booie HTTP/1.1" 200 2230 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:09:38 +0100] "GET /roster/character/Drose HTTP/1.1" 200 2164 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:09:42 +0100] "GET /roster/character/Tigari HTTP/1.1" 200 2206 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:09:46 +0100] "GET /roster/character/Tigara HTTP/1.1" 200 2217 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:09:51 +0100] "GET /roster/character/Gobbel HTTP/1.1" 200 2220 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:09:55 +0100] "GET /roster/character/Sadarr HTTP/1.1" 200 2213 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:09:59 +0100] "GET /roster/character/Hakuma HTTP/1.1" 200 2239 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:10:04 +0100] "GET /roster/character/Josdru HTTP/1.1" 200 2222 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:10:08 +0100] "GET /roster/character/Mpales HTTP/1.1" 200 2216 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:10:13 +0100] "GET /roster/character/Zezzee HTTP/1.1" 200 2217 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:10:17 +0100] "GET /roster/character/Dioniz HTTP/1.1" 200 2205 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:10:21 +0100] "GET /roster/character/Usavio HTTP/1.1" 200 2237 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:10:26 +0100] "GET /roster/character/Kizara HTTP/1.1" 200 2209 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:10:30 +0100] "GET /roster/character/Xorlaz HTTP/1.1" 200 2205 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:10:34 +0100] "GET /roster/character/Joswar HTTP/1.1" 200 2202 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:10:39 +0100] "GET /roster/character/Joslax HTTP/1.1" 200 2207 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:10:43 +0100] "GET /roster/character/Zazzla HTTP/1.1" 200 2236 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:10:48 +0100] "GET /roster/character/Tyrook HTTP/1.1" 200 2218 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:10:52 +0100] "GET /roster/character/Roofus HTTP/1.1" 200 2210 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:10:56 +0100] "GET /roster/character/Warook HTTP/1.1" 200 2198 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:11:01 +0100] "GET /roster/character/Karraz HTTP/1.1" 200 2225 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:11:05 +0100] "GET /roster/character/Curzon HTTP/1.1" 200 2226 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.71.129 - - [12/Aug/2012:18:11:09 +0100] "GET /roster/character/Emrals HTTP/1.1" 200 2197 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
